Player,College,Year,Pick,Rnd,DrAge,AP1,PB,St,wAV,G,GS,Rk,Age,AV,Height,Wt,X40YD,Vertical,BenchReps,Broad.Jump,X3Cone,Shuttle,CareerLength,SEC,BIG10,BIG12,PAC12,ACC,Pos,Position,Team,From,To,AA,QB,Skill,OL,DL,LB,DB,K
Roy Helu,Nebraska,2011,105,4,22,0,0,1,13,57,5,168,22,14,5.11,219,4.4,36.5,11,119,6.67,4.01,5,0,1,0,0,0,RB,2,WAS,2011,2015,0,0,1,0,0,0,0,0
Ryan Kerrigan,Purdue,2011,16,1,23,0,4,9,63,172,143,132,22,78,6.4,267,4.67,33.5,31,122,7.18,4.39,11,0,1,0,0,0,DE,10,WAS,2011,2021,1,0,0,0,1,0,0,0
Ryan Mallett,Arkansas,2011,74,3,23,0,0,0,4,21,8,117,22,4,6.7,253,5.37,24,NA,103,NA,NA,6,1,0,0,0,0,QB,1,NWE,2012,2017,0,1,0,0,0,0,0,0
Ryan Whalen,Stanford,2011,167,6,22,0,0,0,0,17,0,18,21,0,6.1,202,4.53,38.5,18,123,6.67,4.09,3,0,0,0,1,0,WR,3,CIN,2011,2013,0,0,1,0,0,0,0,0
Ryan Williams,Virginia Tech,2011,38,2,21,0,0,0,1,5,3,9,20,1,5.9,212,4.59,40,19,123,6.96,4.18,1,0,0,0,0,1,RB,2,ARI,2012,2012,0,0,1,0,0,0,0,0
Shane Vereen,California,2011,56,2,22,0,0,1,25,79,9,21,21,27,5.1,210,4.49,34,31,115,6.95,4.28,7,0,0,0,1,0,RB,2,NWE,2011,2017,0,0,1,0,0,0,0,0
Shareece Wright,USC,2011,89,3,24,0,0,2,21,91,53,4,23,23,5.11,185,4.41,34.5,16,113,NA,NA,8,0,0,0,1,0,DB,12,SDG,2011,2018,0,0,0,0,0,0,1,0
Shiloh Keo,Idaho,2011,144,5,23,0,0,1,8,56,11,134,23,8,5.11,219,4.74,32.5,24,110,6.55,3.9,6,0,0,0,0,0,DB,12,HOU,2011,2016,0,0,0,0,0,0,1,0
Stefen Wisniewski,Penn St.,2011,48,2,22,0,0,6,41,139,106,6,21,49,6.3,313,5.29,28.5,30,100,7.51,4.63,10,0,1,0,0,0,C,6,OAK,2011,2020,0,0,0,1,0,0,0,0
Stephen Paea,Oregon St.,2011,53,2,23,0,0,3,19,83,46,91,22,21,6.1,303,4.98,NA,49,NA,NA,NA,7,0,0,0,1,0,DT,9,CHI,2011,2017,1,0,0,0,1,0,0,0
Stevan Ridley,LSU,2011,73,3,22,0,0,1,25,73,27,72,22,27,5.11,225,4.65,36,18,118,6.78,4.21,8,1,0,0,0,0,RB,2,NWE,2011,2018,0,0,1,0,0,0,0,0
T.J. Yates,North Carolina,2011,152,5,24,0,0,0,6,22,10,3,23,6,6.3,219,5.06,29.5,NA,104,6.96,4.12,7,0,0,0,0,1,QB,1,HOU,2011,2017,0,1,0,0,0,0,0,0
Taiwan Jones,East. Washington,2011,125,4,23,0,0,0,3,121,0,139,22,3,6.1,194,4.33,NA,13,NA,NA,NA,11,0,0,0,0,0,RB,2,OAK,2011,2021,0,0,1,0,0,0,0,0
Tandon Doss,Indiana,2011,123,4,21,0,0,0,4,35,2,196,21,4,6.2,201,4.62,NA,14,NA,NA,NA,3,0,1,0,0,0,WR,3,BAL,2011,2013,0,0,1,0,0,0,0,0
Terrell McClain,South Florida,2011,65,3,23,0,0,2,17,92,34,110,22,18,6.2,297,4.98,28,29,104,7.48,4.56,9,0,0,0,0,0,DT,9,CAR,2011,2019,0,0,0,0,1,0,0,0
Titus Young,Boise St.,2011,44,2,22,0,0,2,8,26,17,2,21,8,5.11,174,4.43,NA,NA,123,NA,NA,2,0,0,0,0,0,WR,3,DET,2011,2012,0,0,1,0,0,0,0,0
Torrey Smith,Maryland,2011,58,2,22,0,0,7,37,119,106,38,22,42,6.1,204,4.41,41,19,126,6.72,4.13,8,0,1,0,0,0,WR,3,BAL,2011,2018,0,0,1,0,0,0,0,0
Tyrod Taylor,Virginia Tech,2011,180,6,22,0,1,3,44,78,53,32,21,47,6.1,217,4.47,37.5,NA,126,6.78,4.09,11,0,0,0,0,1,QB,1,BAL,2011,2021,0,1,0,0,0,0,0,0
Tyron Smith,USC,2011,9,1,20,2,8,10,81,144,144,37,20,101,6.5,307,4.93,NA,29,NA,NA,NA,11,0,0,0,1,0,T,8,DAL,2011,2021,0,0,0,1,0,0,0,0
Virgil Green,Nevada,2011,204,7,23,0,0,5,8,137,72,178,22,9,6.3,249,4.54,42.5,23,130,6.9,4.4,10,0,0,0,0,0,TE,4,DEN,2011,2020,0,0,1,0,0,0,0,0
Von Miller,Texas A&M,2011,2,1,22,3,8,9,97,150,150,106,21,116,6.3,246,4.42,37,21,126,6.7,4.06,11,1,0,0,0,0,LB,11,DEN,2011,2021,1,0,0,0,0,1,0,0
Will Rackley,Lehigh,2011,76,3,21,0,0,2,8,26,25,77,21,8,6.3,309,5.39,23.5,29,99,7.91,4.94,3,0,0,0,0,0,G,7,JAX,2011,2013,0,0,0,1,0,0,0,0
A.J. Jenkins,Illinois,2012,30,1,22,0,0,0,2,28,3,132,22,2,6.1,190,4.37,38.5,12,124,NA,NA,3,0,1,0,0,0,WR,3,SFO,2012,2014,0,0,1,0,0,0,0,0
Adam Gettis,Iowa,2012,141,5,23,0,0,0,1,17,1,170,23,1,6.2,293,4.9,31.5,NA,112,7.99,4.65,4,0,1,0,0,0,G,7,WAS,2013,2016,0,0,0,1,0,0,0,0
Alameda Ta'amu,Washington,2012,109,4,22,0,0,0,3,21,3,34,21,3,6.2,348,5.3,26,35,103,NA,NA,2,0,0,0,1,0,DT,9,PIT,2013,2014,0,0,0,0,1,0,0,0
Alfonzo Dennard,Nebraska,2012,224,7,22,0,0,1,9,29,20,185,22,9,5.1,204,4.48,37,NA,121,NA,NA,3,0,1,0,0,0,DB,12,NWE,2012,2014,0,0,0,0,0,0,1,0
Alfred Morris,Florida Atlantic,2012,173,6,23,0,2,4,36,114,70,83,23,40,5.1,219,4.63,35.5,16,117,7.01,4.19,9,0,0,0,0,0,RB,2,WAS,2012,2020,0,0,1,0,0,0,0,0
Alshon Jeffery,South Carolina,2012,45,2,22,0,1,8,48,109,97,133,22,55,6.3,216,4.48,NA,NA,NA,NA,NA,9,1,0,0,0,0,WR,3,CHI,2012,2020,0,0,1,0,0,0,0,0
Amini Silatolu,Midwestern St.,2012,40,2,23,0,0,1,18,54,31,44,23,19,6.4,311,5.33,31.5,28,107,7.95,4.87,7,0,0,0,0,0,G,7,CAR,2012,2018,0,0,0,1,0,0,0,0
Andrew Luck,Stanford,2012,1,1,22,0,4,5,72,86,86,105,22,80,6.4,234,4.59,36,NA,124,6.8,4.28,7,0,0,0,1,0,QB,1,IND,2012,2018,0,1,0,0,0,0,0,0
Andrew Tiller,Syracuse,2012,179,6,23,0,0,0,6,28,14,28,22,6,6.4,324,5.44,23,16,85,7.92,4.8,3,0,0,0,0,1,G,7,NOR,2014,2016,0,0,0,1,0,0,0,0
B.J. Cunningham,Michigan St.,2012,183,6,23,0,0,0,0,2,0,192,22,0,6.1,211,4.52,31.5,12,116,7.1,NA,1,0,1,0,0,0,WR,3,MIA,2013,2013,0,0,1,0,0,0,0,0
Ben Jones,Georgia,2012,99,4,23,0,0,9,55,160,139,124,22,68,6.3,303,5.35,30.5,29,105,7.95,4.74,10,1,0,0,0,0,C,6,HOU,2012,2021,0,0,0,1,0,0,0,0
Bernard Pierce,Temple,2012,84,3,21,0,0,0,10,52,3,69,20,10,6.1,218,4.45,36.5,17,123,7.07,4.28,4,0,0,0,0,0,RB,2,BAL,2012,2015,0,0,1,0,0,0,0,0
Blair Walsh,Georgia,2012,175,6,22,1,1,0,14,89,0,18,22,15,5.9,187,4.96,NA,NA,NA,NA,NA,6,1,0,0,0,0,K,13,MIN,2012,2017,0,0,0,0,0,0,0,1
Bobby Massie,Mississippi,2012,112,4,23,0,0,9,45,131,123,98,22,54,6.6,316,5.18,27.5,22,103,7.7,4.95,10,1,0,0,0,0,T,8,ARI,2012,2021,0,0,0,1,0,0,0,0
Bradie Ewing,Wisconsin,2012,157,5,22,0,0,0,0,2,2,181,22,0,6.1,239,4.73,36.5,14,120,7.14,4.16,1,0,1,0,0,0,RB,2,ATL,2013,2013,0,0,1,0,0,0,0,0
Brandon Marshall,Nevada,2012,142,5,22,0,0,4,30,74,63,103,22,32,6.1,242,4.72,30.5,28,108,7.05,4.09,7,0,0,0,0,0,LB,11,JAX,2012,2018,0,0,0,0,0,1,0,0
Brandon Taylor,LSU,2012,73,3,22,0,0,0,1,4,1,32,22,1,5.11,209,4.52,33.5,NA,118,7.32,4.37,1,1,0,0,0,0,DB,12,SDG,2012,2012,0,0,0,0,0,0,1,0
Brandon Thompson,Clemson,2012,93,3,22,0,0,0,7,39,7,31,22,7,6.2,314,5.2,31,35,100,7.97,4.71,4,0,0,0,0,1,DT,9,CIN,2012,2015,0,0,0,0,1,0,0,0
Brandon Washington,Miami (FL),2012,200,6,24,0,0,0,0,1,0,17,23,0,6.3,320,5.14,25,28,101,8.22,4.87,1,0,0,0,0,1,G,7,PHI,2013,2013,0,0,0,1,0,0,0,0
Brandon Weeden,Oklahoma St.,2012,22,1,28,0,0,1,13,35,25,15,28,14,6.3,221,4.89,NA,NA,NA,NA,NA,7,0,0,1,0,0,QB,1,CLE,2012,2018,0,1,0,0,0,0,0,0
Brian Quick,Appalachian St.,2012,33,2,23,0,0,0,11,84,27,60,22,12,6.3,220,4.5,34,15,119,7.1,4.23,7,0,0,0,0,0,WR,3,STL,2012,2018,0,0,1,0,0,0,0,0
Brock Osweiler,Arizona St.,2012,57,2,21,0,0,1,14,49,30,76,21,15,6.7,242,4.83,NA,NA,NA,NA,NA,7,0,0,0,1,0,QB,1,DEN,2012,2018,0,1,0,0,0,0,0,0
Bruce Irvin,West Virginia,2012,15,1,24,0,0,5,40,127,93,138,24,48,6.3,245,4.41,33.5,23,123,6.7,4.03,10,0,0,1,0,0,DE,10,SEA,2012,2021,0,0,0,0,1,0,0,0
Cam Johnson,Virginia,2012,237,7,22,0,0,1,5,28,9,130,21,5,6.3,268,4.75,35,NA,105,7.2,4.38,5,0,0,0,0,1,DE,10,SFO,2012,2016,0,0,0,0,1,0,0,0
Casey Hayward,Vanderbilt,2012,62,2,22,0,2,7,48,146,112,154,22,55,5.11,192,4.47,34,19,119,6.76,3.9,10,1,0,0,0,0,DB,12,GNB,2012,2021,0,0,0,0,0,0,1,0
Chandler Jones,Syracuse,2012,21,1,22,2,4,9,73,139,136,123,22,88,6.5,266,4.77,35,22,120,7.07,4.38,10,0,0,0,0,1,DE,10,NWE,2012,2021,0,0,0,0,1,0,0,0
Charles Mitchell,Mississippi St.,2012,192,6,22,0,0,0,1,10,0,86,22,1,5.11,202,4.56,37,19,127,6.93,4.22,1,1,0,0,0,0,DB,12,ATL,2012,2012,0,0,0,0,0,0,1,0
Chris Givens,Wake Forest,2012,96,4,22,0,0,2,12,60,31,168,22,13,5.11,198,4.35,33.5,19,118,6.97,4.23,4,0,0,0,0,1,WR,3,STL,2012,2015,0,0,1,0,0,0,0,0
Chris Rainey,Florida,2012,159,5,24,0,0,0,1,18,0,59,24,1,5.8,180,4.36,36.5,16,120,6.5,3.93,2,1,0,0,0,0,RB,2,PIT,2012,2013,0,0,1,0,0,0,0,0
Coby Fleener,Stanford,2012,34,2,23,0,0,4,25,87,54,180,23,28,6.6,247,4.51,NA,27,NA,NA,NA,6,0,0,0,1,0,TE,4,IND,2012,2017,0,0,1,0,0,0,0,0
Cordy Glenn,Georgia,2012,41,2,22,0,0,6,38,97,95,167,22,44,6.6,345,5.08,23.5,31,93,8.13,5,8,1,0,0,0,0,G,7,BUF,2012,2019,0,0,0,1,0,0,0,0
Corey White,Samford,2012,162,5,22,0,0,1,12,66,24,14,21,13,5.11,206,4.53,37.5,15,126,6.72,4.22,5,0,0,0,0,0,DB,12,NOR,2012,2016,0,0,0,0,0,0,1,0
Coty Sensabaugh,Clemson,2012,115,4,23,0,0,2,19,107,45,46,23,22,5.11,189,4.33,37,15,122,6.6,4.06,8,0,0,0,0,1,DB,12,TEN,2012,2019,0,0,0,0,0,0,1,0
Courtney Upshaw,Alabama,2012,35,2,22,0,0,3,27,90,56,21,22,30,6.2,272,4.74,NA,22,NA,NA,NA,6,1,0,0,0,0,LB,11,BAL,2012,2017,0,0,0,0,0,1,0,0
Cyrus Gray,Texas A&M,2012,182,6,22,0,0,0,1,35,0,164,22,1,5.1,206,4.4,32.5,21,114,7.17,NA,3,1,0,0,0,0,RB,2,KAN,2012,2014,0,0,1,0,0,0,0,0
Dan Herron,Ohio St.,2012,191,6,23,0,0,0,5,35,3,152,22,5,5.1,213,4.57,35,22,117,6.97,4.04,4,0,1,0,0,0,RB,2,CIN,2012,2015,0,0,1,0,0,0,0,0
Danny Trevathan,Kentucky,2012,188,6,22,0,0,7,47,117,94,26,21,55,6.1,237,4.84,31.5,18,111,NA,NA,10,1,0,0,0,0,LB,11,DEN,2012,2021,0,0,0,0,0,1,0,0
Darius Fleming,Notre Dame,2012,165,5,23,0,0,0,1,11,0,179,22,1,6.2,245,4.71,33.5,27,114,7.03,4.28,2,0,0,0,0,0,LB,11,SFO,2014,2015,0,0,0,0,0,1,0,0
David DeCastro,Stanford,2012,24,1,22,2,6,8,69,125,124,186,22,81,6.5,316,5.32,29.5,34,98,7.3,4.56,9,0,0,0,1,0,G,7,PIT,2012,2020,1,0,0,1,0,0,0,0
David Molk,Michigan,2012,226,7,23,0,0,0,3,20,4,85,23,3,6.1,298,5.18,NA,41,NA,NA,NA,4,0,1,0,0,0,C,6,SDG,2012,2015,1,0,0,1,0,0,0,0
David Wilson,Virginia Tech,2012,32,1,21,0,0,0,5,21,6,9,20,5,5.1,206,4.38,41,NA,132,7.09,4.12,2,0,0,0,0,1,RB,2,NYG,2012,2013,0,0,1,0,0,0,0,0
DeAngelo Tyson,Georgia,2012,236,7,23,0,0,0,6,34,6,22,22,6,6.2,315,5,NA,NA,NA,NA,NA,3,1,0,0,0,0,DT,9,BAL,2012,2014,0,0,0,0,1,0,0,0
Demario Davis,Arkansas St.,2012,77,3,23,1,0,9,76,160,146,188,23,92,6.2,235,4.49,38.5,32,124,7.19,4.28,10,0,0,0,0,0,LB,11,NYJ,2012,2021,0,0,0,0,0,1,0,0
Derek Wolfe,Cincinnati,2012,36,2,22,0,0,9,48,122,116,6,22,59,6.5,295,4.93,33.5,33,108,7.26,4.44,9,0,0,0,0,0,DT,9,DEN,2012,2020,0,0,0,0,1,0,0,0
DeVier Posey,Ohio St.,2012,68,3,22,0,0,0,2,26,1,64,21,2,6.2,211,4.39,36.5,14,123,7.03,4.15,3,0,1,0,0,0,WR,3,HOU,2012,2014,0,0,1,0,0,0,0,0
Devon Still,Penn St.,2012,53,2,23,0,0,0,3,33,0,38,22,3,6.5,303,5.01,29.5,26,NA,NA,NA,5,0,1,0,0,0,DT,9,CIN,2012,2016,1,0,0,0,1,0,0,0
Devon Wylie,Fresno St.,2012,107,4,24,0,0,0,0,8,1,2,23,0,5.9,187,4.36,39,17,123,NA,NA,2,0,0,0,0,0,WR,3,KAN,2012,2013,0,0,1,0,0,0,0,0
Donald Stephenson,Oklahoma,2012,74,3,23,0,0,1,18,80,37,39,23,20,6.5,312,4.94,35.5,19,114,7.52,4.78,6,0,0,1,0,0,T,8,KAN,2012,2017,0,0,0,1,0,0,0,0
Dont'a Hightower,Alabama,2012,25,1,22,0,2,8,65,117,114,151,21,76,6.2,265,4.62,32,NA,NA,NA,NA,10,1,0,0,0,0,LB,11,NWE,2012,2021,1,0,0,0,0,1,0,0
Dontari Poe,Memphis,2012,11,1,22,0,2,8,55,128,125,67,21,65,6.3,346,4.89,29.5,44,105,7.9,4.56,9,0,0,0,0,0,DT,9,KAN,2012,2020,0,0,0,0,1,0,0,0
Doug Martin,Boise St.,2012,31,1,23,1,2,7,39,84,74,102,23,43,5.9,223,4.46,36,28,120,6.79,4.16,7,0,0,0,0,0,RB,2,TAM,2012,2018,0,0,1,0,0,0,0,0
Dre Kirkpatrick,Alabama,2012,17,1,22,0,0,5,31,119,79,115,22,36,6.2,186,4.5,35,NA,120,NA,NA,10,1,0,0,0,0,DB,12,CIN,2012,2021,0,0,0,0,0,0,1,0
Evan Rodriguez,Temple,2012,111,4,23,0,0,0,0,20,5,49,23,0,6.1,239,4.53,36,18,119,6.94,4.28,3,0,0,0,0,0,TE,4,CHI,2012,2014,0,0,1,0,0,0,0,0
Fletcher Cox,Mississippi St.,2012,12,1,21,1,6,10,88,156,150,197,21,107,6.4,298,4.77,26,30,103,7.07,4.53,10,1,0,0,0,0,DT,9,PHI,2012,2021,0,0,0,0,1,0,0,0
George Iloka,Boise St.,2012,167,5,22,0,0,4,29,103,79,140,21,32,6.4,225,4.6,34.5,20,124,7.03,4.03,9,0,0,0,0,0,DB,12,CIN,2012,2020,0,0,0,0,0,0,1,0
Harrison Smith,Notre Dame,2012,29,1,23,1,6,9,62,145,144,43,23,76,6.2,213,4.54,34,19,122,6.63,4.12,10,0,0,0,0,0,DB,12,MIN,2012,2021,0,0,0,0,0,0,1,0
Isaiah Pead,Cincinnati,2012,50,2,22,0,0,0,1,30,1,72,22,1,5.1,197,4.39,33,NA,116,6.95,4.32,5,0,0,0,0,0,RB,2,STL,2012,2016,0,0,1,0,0,0,0,0
J.R. Sweezy,North Carolina St.,2012,225,7,23,0,0,7,47,117,104,35,22,55,6.5,298,4.97,36,21,113,7.4,4.41,9,0,0,0,0,0,DT,9,SEA,2012,2020,0,0,0,0,1,0,0,0
Jack Crawford,Penn St.,2012,158,5,24,0,0,3,18,109,35,196,23,20,6.5,274,4.74,33,NA,116,7.15,4.25,9,0,1,0,0,0,DE,10,OAK,2012,2020,0,0,0,0,1,0,0,0
Jamell Fleming,Oklahoma,2012,80,3,23,0,0,0,5,46,7,178,22,5,5.11,206,4.43,34,23,125,6.71,3.97,4,0,0,1,0,0,DB,12,ARI,2012,2015,0,0,0,0,0,0,1,0
James Hanna,Oklahoma,2012,186,6,23,0,0,4,3,78,37,159,22,3,6.4,252,4.43,36,24,122,6.76,4.11,6,0,0,1,0,0,TE,4,DAL,2012,2017,0,0,1,0,0,0,0,0
James-Michael Johnson,Nevada,2012,120,4,23,0,0,2,11,48,18,129,22,11,6.1,241,4.6,37,23,124,7.34,4.37,4,0,0,0,0,0,LB,11,CLE,2012,2015,0,0,0,0,0,1,0,0
Janoris Jenkins,North Alabama,2012,39,2,23,0,1,10,51,142,138,131,23,63,5.1,193,4.41,33.5,NA,121,6.95,4.13,10,0,0,0,0,0,DB,12,STL,2012,2021,0,0,0,0,0,0,1,0
Jared Crick,Nebraska,2012,126,4,23,0,0,3,28,79,47,194,22,30,6.4,279,4.91,31,NA,104,7.47,4.4,5,0,1,0,0,0,DE,10,HOU,2012,2016,0,0,0,0,1,0,0,0
Jarius Wright,Arkansas,2012,118,4,22,0,0,1,24,111,30,4,22,27,5.1,182,4.39,38,11,120,6.93,4.03,8,1,0,0,0,0,WR,3,MIN,2012,2019,0,0,1,0,0,0,0,0
Jaye Howard,Florida,2012,114,4,23,0,0,2,17,45,28,145,23,18,6.3,301,4.78,27.5,24,106,7.32,4.47,5,1,0,0,0,0,DT,9,SEA,2012,2016,0,0,0,0,1,0,0,0
Jayron Hosley,Virginia Tech,2012,94,3,21,0,0,0,8,43,15,146,21,8,5.1,178,4.38,NA,11,NA,NA,NA,4,0,0,0,0,1,DB,12,NYG,2012,2015,0,0,0,0,0,0,1,0
Jerel Worthy,Michigan St.,2012,51,2,22,0,0,0,4,40,4,5,21,4,6.2,308,5,28.5,NA,107,7.6,4.56,7,0,1,0,0,0,DT,9,GNB,2012,2018,1,0,0,0,1,0,0,0
Joe Looney,Wake Forest,2012,117,4,22,0,0,2,21,104,42,106,21,23,6.3,309,5.02,NA,26,NA,NA,NA,8,0,0,0,0,1,G,7,SFO,2013,2020,0,0,0,1,0,0,0,0
John Hughes,Cincinnati,2012,87,3,24,0,0,0,10,66,10,143,23,11,6.2,309,5.32,NA,28,NA,NA,NA,6,0,0,0,0,0,DT,9,CLE,2012,2017,0,0,0,0,1,0,0,0
Johnnie Troutman,Penn St.,2012,149,5,24,0,0,2,14,29,24,25,24,14,6.4,325,5.52,27.5,31,NA,7.96,5,2,0,1,0,0,0,G,7,SDG,2013,2014,0,0,0,1,0,0,0,0
Jonathan Martin,Stanford,2012,42,2,22,0,0,2,14,38,32,101,22,15,6.5,312,5.27,NA,NA,NA,NA,NA,3,0,0,0,1,0,T,8,MIA,2012,2014,0,0,0,1,0,0,0,0
Jonathan Massaquoi,Troy,2012,164,5,24,0,0,0,6,39,7,97,23,6,6.2,264,4.81,33.5,20,120,7.38,4.53,3,0,0,0,0,0,DE,10,ATL,2012,2014,0,0,0,0,1,0,0,0
Josh Kaddu,Oregon,2012,155,5,22,0,0,0,0,6,0,121,21,0,6.3,239,4.67,34,20,119,NA,NA,3,0,0,0,1,0,LB,11,MIA,2012,2014,0,0,0,0,0,1,0,0
Josh LeRibeus,SMU,2012,71,3,23,0,0,1,11,50,15,110,22,12,6.3,312,5.31,26,29,96,7.64,4.65,7,0,0,0,0,0,G,7,WAS,2012,2018,0,0,0,1,0,0,0,0
Josh Norman,Coastal Carolina,2012,143,5,24,1,1,8,43,135,109,79,24,50,6.1,197,4.61,33,14,124,7.09,4.23,10,0,0,0,0,0,DB,12,CAR,2012,2021,0,0,0,0,0,0,1,0
Josh Robinson,Central Florida,2012,66,3,21,0,0,1,10,93,21,51,21,11,5.1,199,4.29,38.5,17,133,6.55,3.97,8,0,0,0,0,0,DB,12,MIN,2012,2019,0,0,0,0,0,0,1,0
Junior Hemingway,Michigan,2012,238,7,23,0,0,0,2,31,3,153,23,2,6.1,225,4.48,35.5,21,124,6.59,3.98,3,0,1,0,0,0,WR,3,KAN,2012,2014,0,0,1,0,0,0,0,0
Keenan Robinson,Texas,2012,119,4,23,0,0,2,17,58,30,50,22,18,6.3,242,4.72,35.5,27,120,NA,NA,6,0,0,1,0,0,LB,11,WAS,2012,2017,0,0,0,0,0,1,0,0
Kelechi Osemele,Iowa St.,2012,60,2,23,1,2,6,47,101,101,77,22,54,6.5,333,5.22,26.5,32,104,7.91,4.87,9,0,0,1,0,0,T,8,BAL,2012,2020,0,0,0,1,0,0,0,0
Kendall Reyes,Connecticut,2012,49,2,22,0,0,3,22,76,50,55,22,24,6.4,299,4.82,34.5,36,113,7.43,4.53,5,0,0,0,0,0,DT,9,SDG,2012,2016,0,0,0,0,1,0,0,0
Kendall Wright,Baylor,2012,20,1,22,0,0,3,28,82,45,3,22,31,5.1,196,4.49,38.5,NA,121,6.93,4.18,6,0,0,1,0,0,WR,3,TEN,2012,2017,0,0,1,0,0,0,0,0
Keshawn Martin,Michigan St.,2012,121,4,22,0,0,1,7,58,10,100,21,7,5.11,188,4.42,39.5,13,122,6.85,4.13,5,0,1,0,0,0,WR,3,HOU,2012,2016,0,0,1,0,0,0,0,0
Kevin Zeitler,Wisconsin,2012,27,1,22,0,0,10,53,152,151,1,21,67,6.4,314,5.32,29,32,101,7.77,4.61,10,0,1,0,0,0,G,7,CIN,2012,2021,0,0,0,1,0,0,0,0
Kheeston Randall,Texas,2012,215,7,23,0,0,0,1,12,0,58,22,1,6.5,293,5,34,28,111,7.49,4.84,1,0,0,1,0,0,DT,9,MIA,2012,2012,0,0,0,0,1,0,0,0
Kirk Cousins,Michigan St.,2012,102,4,24,0,3,7,82,125,120,198,23,96,6.3,214,4.84,28.5,NA,109,7.05,4.5,10,0,1,0,0,0,QB,1,WAS,2012,2021,0,1,0,0,0,0,0,0
Kyle Wilber,Wake Forest,2012,113,4,23,0,0,1,13,135,17,10,22,15,6.4,249,4.73,33.5,25,117,7.11,4.31,10,0,0,0,0,1,LB,11,DAL,2012,2021,0,0,0,0,0,1,0,0
Ladarius Green,NA,2012,110,4,22,0,0,2,11,53,28,162,21,12,6.6,238,4.45,34.5,16,124,7.12,4.47,5,0,0,0,0,0,TE,4,SDG,2012,2016,0,0,1,0,0,0,0,0
Lamar Holmes,Southern Miss,2012,91,3,23,0,0,1,10,21,19,147,22,10,6.5,323,5.29,27,22,104,7.74,4.8,3,0,0,0,0,0,T,8,ATL,2012,2014,0,0,0,1,0,0,0,0
Lamar Miller,Miami (FL),2012,97,4,21,0,1,6,42,106,89,89,20,47,5.11,212,4.34,33,NA,NA,NA,NA,9,0,0,0,0,1,RB,2,MIA,2012,2020,0,0,1,0,0,0,0,0
LaMichael James,Oregon,2012,61,2,22,0,0,0,2,18,0,134,22,2,5.8,194,4.35,35,15,123,6.88,4.12,4,0,0,0,1,0,RB,2,SFO,2012,2015,1,0,1,0,0,0,0,0
Lavonte David,Nebraska,2012,58,2,22,1,1,10,78,149,149,187,22,95,6.1,233,4.57,36.5,19,119,7.28,4.22,10,0,1,0,0,0,LB,11,TAM,2012,2021,0,0,0,0,0,1,0,0
Luke Kuechly,Boston Col.,2012,9,1,21,5,7,8,91,118,118,113,20,107,6.3,242,4.58,38,27,123,6.92,4.12,8,0,0,0,0,0,LB,11,CAR,2012,2019,1,0,0,0,0,1,0,0
Malik Jackson,Tennessee,2012,137,5,22,0,1,5,45,142,89,135,22,52,6.5,284,4.85,28,25,105,7.38,4.41,10,1,0,0,0,0,DT,9,DEN,2012,2021,0,0,0,0,1,0,0,0
Markus Kuhn,North Carolina St.,2012,239,7,26,0,0,0,6,39,11,112,25,6,6.5,299,4.87,34.5,28,112,7.43,4.41,4,0,0,0,0,0,DT,9,NYG,2012,2015,0,0,0,0,1,0,0,0
Marvin Jones,California,2012,166,5,22,0,0,7,50,129,104,122,21,59,6.2,199,4.46,33,22,112,6.81,4.11,10,0,0,0,1,0,WR,3,CIN,2012,2021,0,0,1,0,0,0,0,0
Marvin McNutt,Iowa,2012,194,6,23,0,0,0,0,5,0,91,22,0,6.3,216,4.48,37,NA,122,7.15,4.07,2,0,1,0,0,0,WR,3,PHI,2012,2013,0,0,1,0,0,0,0,0
Matt Kalil,USC,2012,4,1,23,0,1,5,34,82,82,120,22,38,6.7,306,4.96,27,30,NA,7.33,4.65,6,0,0,0,1,0,T,8,MIN,2012,2017,0,0,0,1,0,0,0,0
Matt McCants,NA,2012,201,6,23,0,0,0,3,30,3,95,22,3,6.6,308,5.4,25.5,17,97,NA,NA,4,0,0,0,0,0,T,8,NYG,2013,2016,0,0,0,1,0,0,0,0
Melvin Ingram,South Carolina,2012,18,1,23,0,3,6,52,128,103,139,22,60,6.1,264,4.69,34.5,28,109,6.83,4.18,10,1,0,0,0,0,DE,10,SDG,2012,2021,1,0,0,0,1,0,0,0
Michael Egnew,Missouri,2012,78,3,22,0,0,0,0,18,5,183,22,0,6.5,252,4.52,36,21,131,7.03,4.32,2,1,0,0,0,0,TE,4,MIA,2012,2013,1,0,1,0,0,0,0,0
Michael Floyd,Notre Dame,2012,13,1,22,0,0,3,28,102,51,177,22,31,6.3,220,4.4,36.5,16,122,NA,NA,7,0,0,0,0,0,WR,3,ARI,2012,2018,0,0,1,0,0,0,0,0
Mike Harris,Florida St.,2012,176,6,23,0,0,0,6,36,9,155,23,6,5.1,188,4.52,36,NA,117,6.81,4.07,3,0,0,0,0,1,DB,12,JAX,2012,2014,0,0,0,0,0,0,1,0
Mike Martin,Michigan,2012,82,3,22,0,0,0,6,46,5,99,21,6,6.1,306,4.8,33.5,36,113,7.19,4.25,4,0,1,0,0,0,DT,9,TEN,2012,2015,0,0,0,0,1,0,0,0
Mitchell Schwartz,California,2012,37,2,23,1,0,8,75,134,134,47,22,87,6.5,318,5.38,26.5,23,89,7.86,4.87,9,0,0,0,1,0,T,8,CLE,2012,2020,0,0,0,1,0,0,0,0
